id,created_at,entry_year,entry_semester,shift,current_period,academic_status,hardest_subject_1,hardest_subject_2,hardest_subject_3,least_interesting_subject_1,least_interesting_subject_2,least_interesting_subject_3,most_relevant_subject_1,most_relevant_subject_2,most_relevant_subject_3,ai_tool,ai_tool_other,main_language,main_language_other,comfortable_languages,comfortable_languages_other,professional_level,professional_level_other,work_area,work_area_other,time_in_tech,time_working_general,company_size,salary_after_graduation,salary_5_years,salary_10_years,career_intention,english_level,current_salary,main_languages
04f683f4-bc46-403d-8f8e-00185a53bae1,2026-06-13 12:26:05.741416+00,2022,2,Noite,6,Irregular,Algoritmos e Estruturas de Dados II,Programação Modular,Algoritmos e Estruturas de Dados I,,,,Projeto de Software,Arquitetura de Computadores,Trabalho Interdisciplinar: Aplicações para Sustentabilidade,Claude,,JavaScript,React,"[""C"", ""JavaScript""]",,Auxiliar / Assistente,,Frontend,,2 a 4 anos,Mais de 4 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 5.000 – R$ 8.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Concurso público,Intermediário,R$ 4.000 – R$ 6.000,"[""JavaScript"", ""Java"", ""C"", ""React""]"
2d249ca9-8a17-475f-8ab3-1e9f1a79a21c,2026-06-12 22:08:30.537001+00,2023,1,Noite,6,Regular,Fundamentos de Projeto e Análise de Algoritmos,Teoria dos Grafos e Computabilidade,Estatística e Probabilidade,Introdução à Pesquisa em Informática,,,Algoritmos e Estruturas de Dados I,Algoritmos e Estruturas de Dados II,Desenvolvimento de Aplicações Móveis e Distribuídas,ChatGPT,,JavaScript,,"[""JavaScript"", ""TypeScript"", ""Java""]",,Estagiário,,Análise de Sistemas,,6 meses a 1 ano,2 a 4 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Mercado privado no exterior,Intermediário,R$ 2.000 – R$ 4.000,"[""JavaScript"", ""TypeScript"", ""Python""]"
720c5dd1-5dde-4a60-9210-e0c3cbad4174,2026-06-12 21:15:26.388345+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Arquitetura de Computadores,,,Arquitetura de Software,Análise e Projeto de Algoritmos,Bancos de Dados,Claude,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,,"[""Python""]"
fa81cf28-c76c-46f6-8b06-7de3031d1a38,2026-06-12 15:42:03.303306+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Introdução à Computação,Computabilidade,,,Introdução à Algoritmos,Introdução à Computação,Desenvolvimento de Interfaces Web,Gemini,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 5.000 – R$ 8.000,R$ 8.000 – R$ 12.000,Mercado privado no exterior,Nenhum,,"[""Python"", ""JavaScript""]"
5164ecec-496a-4ffa-8338-c139977cde51,2026-06-12 15:20:22.109093+00,2026,1,Manhã,1,Regular,Algoritmos e Estruturas de Dados I,Computabilidade,Desenvolvimento de Interfaces Web,Algoritmos e Estruturas de Dados I,Computabilidade,Desenvolvimento de Interfaces Web,Algoritmos e Estruturas de Dados I,Fundamentos de Engenharia de Software,Introdução à Computação,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,Acima de R$ 18.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Básico,,"[""Python""]"
bad40935-64a1-48e6-8b29-80fddbac50a8,2026-06-12 15:19:59.158523+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Introdução à Computação,Desenvolvimento de Interfaces Web,,,Introdução à Algoritmos,,,Claude,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,Acima de R$ 18.000,R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Mercado privado no exterior,Intermediário,,"[""Python"", ""JavaScript""]"
2262d5f5-4818-4d80-a932-618b46b7bbd7,2026-06-12 15:19:50.36352+00,2026,1,Manhã,2,Regular,Computabilidade,Desenvolvimento de Interfaces Web,Trabalho Interdisciplinar: Aplicações Web,Introdução à Algoritmos,Introdução à Computação,Desenvolvimento de Interfaces Web,Computabilidade,Trabalho Interdisciplinar: Aplicações Web,Introdução à Algoritmos,ChatGPT,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Empreender / abrir minha própria empresa,Intermediário,,"[""Python"", ""JavaScript""]"
06580433-cfc3-41e3-9257-af95f901720d,2026-06-12 15:19:46.046366+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Introdução à Computação,Desenvolvimento de Interfaces Web,Trabalho Interdisciplinar: Aplicações Web,Introdução à Algoritmos,Fundamentos de Engenharia de Software,Computabilidade,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,Até R$ 3.000,R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Ainda não sei / não tenho plano definido,Básico,,"[""Python""]"
96a746f9-1c5d-47c7-ab10-426ec47572b9,2026-06-12 15:19:44.511166+00,2026,1,Manhã,1,Regular,Algoritmos e Estruturas de Dados I,Desenvolvimento de Interfaces Web,Computabilidade,Fundamentos de Engenharia de Software,Cálculo I,Algoritmos e Estruturas de Dados I,Algoritmos e Estruturas de Dados I,Computabilidade,Introdução à Computação,Claude,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,,"[""Python"", ""JavaScript""]"
d7f88e00-41d9-4d7a-b8e2-6770d14896cd,2026-06-12 15:19:36.77724+00,2026,1,Manhã,1,Regular,Computabilidade,Desenvolvimento de Interfaces Web,Trabalho Interdisciplinar: Aplicações Web,Desenvolvimento de Interfaces Web,,,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Trabalho Interdisciplinar: Aplicações Web,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Intermediário,,"[""Python""]"
575aa058-6410-410f-8058-435ff84e962b,2026-06-12 15:19:12.528027+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Trabalho Interdisciplinar: Aplicações Distribuídas,Trabalho Interdisciplinar: Aplicações Distribuídas,Computabilidade,Desenvolvimento de Interfaces Web,Introdução à Algoritmos,Computabilidade,Fundamentos de Engenharia de Software,Claude,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 12.000 – R$ 18.000,R$ 8.000 – R$ 12.000,R$ 8.000 – R$ 12.000,Concurso público,Intermediário,,"[""Python""]"
c28d4c32-76a6-4153-9a21-ce0add4fa494,2026-06-12 15:19:11.472082+00,2024,1,Manhã,1,Irregular,Cálculo I,Computabilidade,Desenvolvimento de Interfaces Web,Computabilidade,Introdução à Algoritmos,,Introdução à Algoritmos,Computabilidade,Fundamentos de Engenharia de Software,Claude,,Python,Gml,"[""Python"", ""Java""]",,Trabalho sozinho,Trabalho sozinho,Full Stack,,1 a 2 anos,1 a 2 anos,Startup / empresa early-stage (independente do tamanho),R$ 3.000 – R$ 5.000,Acima de R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Avançado,Até R$ 500,"[""Python"", ""Java"", ""C#"", ""JavaScript"", ""Gml""]"
c27eb616-98b6-4eb3-8c87-a2e05dc6581d,2026-06-12 15:18:25.273255+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,,Desenvolvimento de Interfaces Web,Introdução à Computação,,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Fundamentos de Engenharia de Software,ChatGPT,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Mercado privado no exterior,Fluente,,"[""Python"", ""JavaScript""]"
4ef9327a-8843-432b-b62e-db88d98ac2b1,2026-06-12 15:18:05.699861+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Computabilidade,Desenvolvimento de Interfaces Web,Introdução à Algoritmos,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Fundamentos de Engenharia de Software,ChatGPT,,Python,,"[""Python"", ""C++""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 5.000 – R$ 8.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Empreender / abrir minha própria empresa,Avançado,,"[""Python""]"
91b5f154-64dc-4506-84f4-23a4dad0c23e,2026-06-12 15:18:05.222675+00,2026,1,Manhã,2,Regular,Computabilidade,,,Fundamentos de Engenharia de Software,Desenvolvimento de Interfaces Web,,Arquitetura de Computadores,Laboratório de Desenvolvimento de Software,Computabilidade,Gemini,,Python,,"[""Python"", ""C"", ""C++"", ""C#""]",,Estagiário,,Backend,,Menos de 6 meses,6 meses a 1 ano,Pequena empresa (até 49 funcionários),R$ 3.000 – R$ 5.000,R$ 5.000 – R$ 8.000,R$ 8.000 – R$ 12.000,Ainda não sei / não tenho plano definido,Fluente,R$ 1.000 – R$ 2.000,"[""Python"", ""JavaScript"", ""C"", ""C++"", ""C#""]"
d13d0180-a1eb-44f7-b434-1db4ea66a519,2026-06-12 15:17:54.041393+00,2025,2,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Cálculo I,,,,Fundamentos de Engenharia de Software,Trabalho Interdisciplinar: Aplicações Web,Introdução à Algoritmos,ChatGPT,,Python,,"[""Python"", ""C""]",,Não trabalho na área,,,,Não trabalho na área,2 a 4 anos,,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Intermediário,,"[""Python""]"
4c8f55f5-e647-4c69-82e9-07703b3dc8f9,2026-06-12 15:17:45.119026+00,2025,1,Manhã,2,Irregular,Cálculo I,Algoritmos e Estruturas de Dados I,Introdução à Algoritmos,Introdução à Computação,,,Algoritmos e Estruturas de Dados I,,,Claude,,Python,,"[""Python"", ""C""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,Acima de R$ 18.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Fluente,,"[""Python""]"
f40a0a05-d64e-4f81-a757-cdb86ee5afef,2026-06-12 15:17:27.760872+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Desenvolvimento de Interfaces Web,Fundamentos de Engenharia de Software,Introdução à Computação,Trabalho Interdisciplinar: Aplicações Web,Desenvolvimento de Interfaces Web,Introdução à Algoritmos,Fundamentos de Engenharia de Software,Gemini,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Fluente,,"[""Python""]"
d03eefeb-5069-4de5-ad7c-dedbf6f4db48,2026-06-12 15:17:14.23635+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Introdução à Computação,Computabilidade,Computabilidade,Introdução à Computação,Trabalho Interdisciplinar: Aplicações Distribuídas,Fundamentos de Engenharia de Software,Desenvolvimento de Aplicações Móveis,,Gemini,,Go,,"[""Python"", ""Go""]",,Estagiário,,Full Stack,,1 a 2 anos,1 a 2 anos,Startup / empresa early-stage (independente do tamanho),R$ 3.000 – R$ 5.000,Acima de R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Intermediário,R$ 1.000 – R$ 2.000,"[""Go"", ""C#"", ""Python"", ""JavaScript""]"
dc07ae02-2d7d-452a-bdb0-2ec1f979cb32,2026-06-12 15:17:08.312074+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Introdução à Computação,Computabilidade,Trabalho Interdisciplinar: Aplicações Web,Desenvolvimento de Interfaces Web,Introdução à Algoritmos,Fundamentos de Engenharia de Software,Computabilidade,Gemini,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,,"[""Python"", ""JavaScript""]"
b23f5bad-bab6-4902-be6f-18426a32505c,2026-06-12 15:16:50.968809+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Desenvolvimento de Interfaces Web,Introdução à Computação,,Introdução à Algoritmos,Desenvolvimento e Integração de Aplicações Web,Fundamentos de Engenharia de Software,Claude,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Básico,,"[""Python"", ""JavaScript""]"
41449f5b-6f51-42e3-847c-cab9ecb77e81,2026-06-12 15:16:47.994654+00,2025,1,Manhã,2,Irregular,Computabilidade,,,Trabalho Interdisciplinar: Aplicações Web,,,Introdução à Algoritmos,Computabilidade,Fundamentos de Engenharia de Software,Claude,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,1 a 2 anos,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Mercado privado no Brasil (CLT ou PJ),Nenhum,,"[""Python"", ""JavaScript""]"
054fa86e-d954-466a-926e-41fd81041231,2026-06-12 15:16:46.393212+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Trabalho Interdisciplinar: Desenvolvimento de Aplicações Web,Computabilidade,Fundamentos de Engenharia de Software,Desenvolvimento e Integração de Aplicações Web,Introdução à Computação,Introdução à Algoritmos,Computabilidade,Perplexity,,JavaScript,,"[""JavaScript""]",,Trainee,,Gerente de TI,,Menos de 6 meses,6 meses a 1 ano,Startup / empresa early-stage (independente do tamanho),Até R$ 3.000,Até R$ 3.000,R$ 5.000 – R$ 8.000,Empreender / abrir minha própria empresa,Avançado,Prefiro não responder,"[""JavaScript""]"
6aa69c1c-801f-4370-b5cd-5590ccfdaf59,2026-06-12 15:16:28.800615+00,2026,1,Manhã,2,Regular,Computabilidade,Introdução à Algoritmos,Trabalho Interdisciplinar: Desenvolvimento de Aplicações Web,Trabalho Interdisciplinar: Desenvolvimento de Aplicações Web,,,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,ChatGPT,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,Prefiro não responder,R$ 5.000 – R$ 8.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Intermediário,,"[""Python"", ""JavaScript""]"
d424bc57-7063-435f-8076-f43c34d98ed5,2026-06-12 15:16:24.653031+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Desenvolvimento de Interfaces Web,Computabilidade,,,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Fundamentos de Engenharia de Software,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Básico,,"[""Python""]"
d0482dfc-0b5f-4520-8163-0838c7417e8e,2026-06-12 15:16:22.511641+00,2026,1,Manhã,1,Regular,Introdução à Computação,Introdução à Algoritmos,,,,,Introdução à Algoritmos,Fundamentos de Engenharia de Software,Desenvolvimento de Interfaces Web,Gemini,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,Acima de R$ 18.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no Brasil (CLT ou PJ),Básico,,"[""Python""]"
6408f958-6eae-4ebf-ac74-509bfbcf4b7c,2026-06-12 15:16:21.923729+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Introdução à Computação,Computabilidade,,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,,Claude,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,2 a 4 anos,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,,"[""Python"", ""JavaScript""]"
dc9468d5-33fa-4d61-bb3b-761f2e5ee5f1,2026-06-12 15:16:19.182359+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,,,,Introdução à Algoritmos,Computabilidade,Desenvolvimento de Interfaces Web,Claude,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,,"[""Python"", ""JavaScript""]"
29dd69c3-dcec-4c0c-95ee-253af3cca602,2026-06-12 15:16:07.722003+00,2026,1,Manhã,1,Regular,Trabalho Interdisciplinar: Aplicações Web,Desenvolvimento de Interfaces Web,,Desenvolvimento de Interfaces Web,Trabalho Interdisciplinar: Aplicações Web,,Computabilidade,Introdução à Algoritmos,Introdução à Computação,Não uso nenhuma,,Python,,"[""Python"", ""Go""]",,Não trabalho na área,,,,Não trabalho na área,1 a 2 anos,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Fluente,,"[""Python"", ""Go""]"
b0a694d1-eac3-4da6-95bc-44f5aa1cde24,2026-06-12 15:16:04.790006+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Introdução à Computação,Trabalho Interdisciplinar: Aplicações Web,,,Fundamentos de Engenharia de Software,Desenvolvimento de Interfaces Web,,Claude,,TypeScript,,"[""JavaScript"", ""TypeScript""]",,Analista / Desenvolvedor Júnior,,Full Stack,,1 a 2 anos,2 a 4 anos,Pequena empresa (até 49 funcionários),Acima de R$ 18.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,R$ 2.000 – R$ 4.000,"[""TypeScript"", ""JavaScript"", ""Dart / Flutter""]"
78d3569c-c432-4e81-a29b-166b8e5cd19c,2026-06-12 15:16:01.729381+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,,,Computabilidade,,,Introdução à Algoritmos,,,Gemini,,Python,,"[""C#"", ""Python"", ""JavaScript""]",,Estagiário,,Full Stack,,2 a 4 anos,2 a 4 anos,Multinacional (sede fora do Brasil),Acima de R$ 18.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Básico,R$ 2.000 – R$ 4.000,"[""Python""]"
7f75effc-5891-463e-953c-a0b6dac183a3,2026-06-12 15:16:01.058461+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,,Computabilidade,,,Introdução à Algoritmos,Trabalho Interdisciplinar: Aplicações Web,,Gemini,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 5.000 – R$ 8.000,Acima de R$ 18.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Básico,,"[""Python"", ""JavaScript""]"
268bcbd7-89aa-405b-9916-7c7317ed4fd0,2026-06-12 15:15:37.570662+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Computação,Introdução à Algoritmos,Trabalho Interdisciplinar: Aplicações Distribuídas,Introdução à Computação,,Fundamentos de Engenharia de Software,Trabalho Interdisciplinar: Aplicações Web,,ChatGPT,,JavaScript,,"[""Python"", ""JavaScript"", ""C++""]",,Estagiário,,Backend,,6 meses a 1 ano,6 meses a 1 ano,Startup / empresa early-stage (independente do tamanho),R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Intermediário,R$ 1.000 – R$ 2.000,"[""JavaScript"", ""Python"", ""C"", ""C++""]"
b0e5b136-258b-49f3-b7d2-a0636ec2c06f,2026-06-12 15:15:32.301106+00,2026,1,Manhã,2,Regular,Introdução à Algoritmos,,,,,,Fundamentos de Engenharia de Software,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,ChatGPT,,Python,HTML e CSS,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,Acima de R$ 18.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,,"[""Python"", ""JavaScript"", ""HTML e CSS""]"
496b1ca7-52fb-4fe3-a59d-a474fa59f5d8,2026-06-12 15:15:30.387661+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Computabilidade,Introdução à Computação,,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,Fundamentos de Engenharia de Software,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Intermediário,,"[""Python"", ""JavaScript""]"
7dd6138e-bfa2-41d6-9648-572bc591f3d0,2026-06-12 15:15:20.073001+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,Desenvolvimento de Interfaces Web,Trabalho Interdisciplinar: Aplicações Web,Introdução à Computação,,Introdução à Algoritmos,Fundamentos de Engenharia de Software,,Claude,,Python,,"[""Python""]",,Estagiário,,Administrativo,Administrativo,Não trabalho na área,1 a 2 anos,Pequena empresa (até 49 funcionários),R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Intermediário,R$ 500 – R$ 1.000,"[""Python"", ""C#"", ""Go""]"
2bfb6df8-8394-4ea7-bd5e-013ba990c265,2026-06-12 15:15:07.428746+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,,,Computabilidade,,,Fundamentos de Engenharia de Software,,,Claude,,Python,,"[""Python""]",,Jovem Aprendiz,,Tech Lead,,Menos de 6 meses,Menos de 6 meses,Startup / empresa early-stage (independente do tamanho),Acima de R$ 18.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,Até R$ 500,"[""Python""]"
edadbf13-9e9e-44f9-b11e-759037a9d4f4,2026-06-12 15:14:43.297406+00,2026,1,Manhã,1,Regular,Computabilidade,Introdução à Algoritmos,,Introdução à Computação,,,Introdução à Algoritmos,Desenvolvimento de Interfaces Web,,Gemini,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 5.000 – R$ 8.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,,"[""Python"", ""JavaScript""]"
29624146-ef9c-423e-9bbc-0bfb3a6f2e3f,2026-06-12 15:14:39.36802+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,,,,,Fundamentos de Engenharia de Software,,,ChatGPT,,Python,,[],,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,,"[""Python"", ""JavaScript""]"
4f841bc0-cdb2-44e0-b99f-9bf99c25f103,2026-06-12 15:14:37.206603+00,2026,1,Manhã,1,Regular,Computabilidade,,,Computabilidade,Desenvolvimento de Interfaces Web,,Introdução à Algoritmos,Fundamentos de Engenharia de Software,Trabalho Interdisciplinar: Desenvolvimento de Aplicações Web,Claude,,Python,,"[""Python"", ""JavaScript""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 5.000 – R$ 8.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Avançado,,"[""Python"", ""JavaScript""]"
6c6f84da-f391-49b4-9bc3-c8ed3a6cd2f0,2026-06-12 15:14:36.640182+00,2026,1,Manhã,2,Regular,Introdução à Algoritmos,Computabilidade,,Introdução à Computação,,,Introdução à Algoritmos,Computabilidade,Trabalho Interdisciplinar: Aplicações Web,Claude,,Python,,"[""Python""]",,Não trabalho na área,,,,Menos de 6 meses,Não trabalho na área,,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Básico,,"[""Python"", ""JavaScript""]"
fd39caed-b95a-4892-aabe-b202effa99b5,2026-06-12 15:14:35.393173+00,2026,1,Manhã,1,Regular,Computabilidade,,,Desenvolvimento de Interfaces Web,,,Introdução à Algoritmos,Fundamentos de Engenharia de Software,,Claude,,Python,,"[""Python""]",,Estagiário,,Full Stack,,Menos de 6 meses,6 meses a 1 ano,Pequena empresa (até 49 funcionários),R$ 5.000 – R$ 8.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Intermediário,R$ 500 – R$ 1.000,"[""Python"", ""JavaScript""]"
a20f3ba9-b730-4d17-8359-7e7f9bf924ec,2026-06-12 15:14:31.774356+00,2026,1,Manhã,1,Regular,Introdução à Algoritmos,Computabilidade,,Trabalho Interdisciplinar: Aplicações Web,,,,,,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,2 a 4 anos,,R$ 3.000 – R$ 5.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Básico,,"[""Python"", ""JavaScript""]"
e1245379-e541-4412-82e3-d82e75f3c768,2026-06-12 15:14:01.10286+00,2026,1,Manhã,2,Regular,Algoritmos e Estruturas de Dados I,Computabilidade,,Cidadania e Responsabilidade Social,,,Algoritmos e Estruturas de Dados I,Fundamentos de Engenharia de Software,Ciência de Dados e Inteligência Artificial,ChatGPT,,Python,,"[""Python""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Avançado,,"[""Python""]"
